index,event,NClus,foundZ,MBDZ,calculated_centrality,MBD_charge_sum
958,958,2102,-3.4,-3.66205,0.309144,591.47
959,959,1484,-20.4,-22.159,0.410732,401.709
960,960,1646,4.2,4.3013,0.36696,478.87
961,961,1653,7.6,7.99002,0.352354,503.05
963,963,894,-0.4,-0.847515,0.559654,197.516
964,964,535,-6,-7.05075,0.613602,144.575
965,965,43,-5.6,-6.11998,0.848012,24.36
966,966,1881,0.4,-0.259215,0.332226,545.916
967,967,359,-3,-3.5889,0.566925,191.11
970,970,2884,-8,-8.36207,0.1908,894.172
971,971,1706,2.8,2.6653,0.348405,513.832
972,972,1374,-8.2,-8.36682,0.433894,361.269
973,973,868,-0.4,-0.601157,0.493523,273.487
974,974,278,-4.2,-3.63743,0.636956,125.959
977,977,2636,-6.4,-6.96311,0.256657,716.569
978,978,1490,-14.4,-15.3327,0.37131,468.252
979,979,657,-4.2,-5.01098,0.549285,211.229
980,980,459,-6.6,-7.00653,0.587117,171.406
981,981,47,-7.8,-7.18461,0.790501,40.2593
982,982,769,3.4,3.72868,0.484808,286.608
985,985,2214,-21.4,-22.8946,0.234426,772.406
986,986,2847,13,13.1197,0.284715,650.519
987,987,1042,-6,-6.26161,0.444054,346.103
988,988,522,-13.8,-14.8266,0.595801,162.841
989,989,146,-6.8,-9.41721,0.803246,36.4048
991,991,169,-3,-3.67722,0.740389,61.7376
997,997,641,-4.6,-4.60332,0.512833,250.737
998,998,380,-2.8,-2.68642,0.622622,138.695
999,999,255,5.4,5.54334,0.778334,47.2986
1000,1000,373,-4.4,-4.24306,0.647181,115.801
1001,1001,1980,-6.6,-6.94749,0.330476,550.106
1002,1002,3401,6.6,6.60189,0.1908,891.894
1004,1004,3334,12.2,12.7428,0.164058,976.845
1006,1006,179,-5,-5.69682,0.707998,79.4911
1008,1008,1816,-4.8,-5.33637,0.336046,537.917
1010,1010,92,13,14.113,0.790501,43.3292
1011,1011,416,-7.8,-8.3192,0.652718,115.161
1013,1013,3283,7,7.14263,0.144637,1038.11
1014,1014,9,-20,-15.3536,0.749635,59.1528
1017,1017,2923,5.2,5.33767,0.216834,821.943
1019,1019,613,0.4,0.325357,0.534181,225.826
1021,1021,1294,-2.2,-2.35755,0.420025,384.892
1024,1024,147,-6.4,-6.46902,0.768126,49.8246
1025,1025,3838,18.6,19.4993,0.0963708,1216
1026,1026,213,-5,-4.6965,0.817226,35.6795
1027,1027,271,-5.8,-6.25103,0.652718,112.109
1028,1028,63,-19.4,-22.4378,0.768126,48.5547
1029,1029,90,10.8,10.0848,0.778334,45.1765
1030,1030,2277,5.2,5.46293,0.234426,772.447
1031,1031,1221,6.6,6.37408,0.403445,412.1
1032,1032,20,7.4,9.98344,0.935539,11.1346
1033,1033,2059,-0.8,-1.35487,0.313045,586.773
1034,1034,106,-8.6,-8.41525,0.768126,49.0161
1035,1035,1297,-10.8,-12.1165,0.37131,469.576
1036,1036,2299,-26,-27.0631,0.253495,726.197
1037,1037,358,-8,-7.81759,0.587117,167.788
1038,1038,7,-13.4,-2.78841,0.965137,4.14207
1040,1040,2774,-2.4,-2.54944,0.215342,824.009
1041,1041,2,0,11.6792,1,1.03952
1042,1042,5,-2.8,7.36028,1,3.80892
1043,1043,1530,-3,-3.59013,0.338149,532.263
1046,1046,120,6.6,7.55341,0.707998,78.4784
1047,1047,3314,-6.2,-6.60333,0.167493,964.636
1050,1050,275,-5.6,-6.42278,0.632606,128.019
1051,1051,123,1.6,2.05086,0.778334,47.5576
1053,1053,727,0.6,0.286574,0.534181,223.783
1054,1054,1158,-9.4,-9.53687,0.429271,368.083
1055,1055,2704,-2.8,-2.82272,0.1908,891.25
1057,1057,4768,7.8,8.48897,0.129725,1093.14
1063,1063,26,-4.4,-7.49619,0.91021,13.2597
1066,1066,3511,-1.2,-1.37982,0.20112,863.513
1067,1067,221,-16,-16.8015,0.749635,59.5284
1070,1070,2793,13.6,13.9331,0.198071,873.327
1072,1072,1299,-3.8,-3.7091,0.459511,321.026
1078,1078,1756,-13.2,-13.6988,0.352354,506.505
1079,1079,2316,-10.2,-10.6406,0.294811,625.421
1080,1080,743,-13,-13.9022,0.541805,217.502
1081,1081,3356,4,4.23686,0.18332,915.491
1082,1082,281,2.2,2.53494,0.647181,116.024
1083,1083,15,-14.6,-14.7705,0.965137,7.26604
1084,1084,96,13.8,12.8812,0.817226,33.409
1086,1086,1941,-4.4,-4.33139,0.344585,519.709
1087,1087,131,-7.8,-9.98422,0.831945,29.1016
1088,1088,2980,6.8,7.16164,0.196803,876.659
1089,1089,1845,-27.4,-29.1193,0.296608,622.728
1090,1090,12,-21,-15.6129,0.866583,23.0781
1093,1093,159,-2.6,-2.88664,0.749635,58.6026
1094,1094,530,16.4,16.6718,0.570874,184.026
1095,1095,1083,-6.8,-6.9507,0.417666,389.447
1096,1096,1998,33.8,-27.4092,0.294811,625.932
1097,1097,900,-5,-5.06474,0.433894,361.792
1099,1099,3777,2,2.24065,0.167493,963.803
1100,1100,3253,-10.8,-11.967,0.186867,903.324
1101,1101,1054,-0.4,-0.221726,0.448901,338.026
1104,1104,28,2.4,-0.162705,0.935539,9.08207
1108,1108,37,-8.6,-7.054,0.965137,6.58699
1110,1110,45,-9.2,-6.84056,0.866583,21.7381
1111,1111,147,-6.4,-6.5288,0.701,81.5269
1114,1114,6603,5.8,6.57058,0.00274474,1722.1
1115,1115,2807,-0.4,-0.5278,0.220815,809.938
1116,1116,1611,8.4,8.58176,0.417666,391.07
1117,1117,1255,-4.8,-4.80613,0.448901,337.28
1118,1118,396,-5.8,-6.41143,0.675591,97.9173
1121,1121,385,-15.8,-16.2328,0.604501,152.256
1123,1123,3491,-6.6,-7.02659,0.237588,763.983
1124,1124,1532,8.2,9.21491,0.369143,473.583
1126,1126,2364,-12.4,-13.6521,0.256657,716.877
1127,1127,22,9.6,10.2479,0.888188,18.844
1129,1129,124,-11,-12.8297,0.731866,67.317
1131,1131,276,-13.8,-15.2621,0.622622,137.702
1132,1132,997,3.6,2.84837,0.444054,344.449
1135,1135,12,-12.6,-14.7535,0.935539,10.7203
1136,1136,2981,-0.4,-0.84221,0.216834,821.056
1137,1137,417,-6.8,-7.22921,0.574951,181.264
1140,1140,7,-6.4,0.480212,1,1.77097
1142,1142,6305,-6.2,-6.41239,0.0416366,1451.5
1143,1143,6851,-14.4,-15.1747,0.026693,1522.29
1144,1144,3,0,0.929854,0.803246,38.6811
1145,1145,99,-11,-12.0694,0.866583,23.3371
1147,1147,65,-15.4,-18.0034,0.866583,22.7333
1148,1148,3157,-2.6,-2.87784,0.223367,799.82
1150,1150,6556,-8,-8.27358,0.0330011,1491.95
1151,1151,152,-16.2,-16.3134,0.848012,25.9312
1153,1153,7172,1.08247e-15,0.720357,0.00635624,1667.61
1155,1155,1887,-7.6,-8.59287,0.415563,393.562
1156,1156,432,-17.4,-18.2085,0.591323,164.986
1158,1158,2494,-5,-5.51339,0.209579,839.699
1160,1160,93,-14.8,-15.8525,0.803246,37.4179
1161,1161,3395,-16,-17.1815,0.135295,1073.37
1162,1162,5201,8.4,9.19557,0.0930162,1225.74
1164,1164,38,-9.6,-14.3903,0.817226,33.8949
1166,1166,248,1.08247e-15,-0.138707,0.675591,98.2543
1167,1167,4592,0.4,0.452839,0.112374,1155.18
1169,1169,13,-23.8,-29.0285,0.935539,9.39593
1170,1170,2253,-1.4,-1.61857,0.334104,540.989
1172,1172,2060,-5,-4.88498,0.311279,589.494
1175,1175,2312,5.4,5.17906,0.242163,753.874
1176,1176,3310,5,5.09244,0.223367,801.991
1177,1177,54,-8.8,-6.57738,0.935539,8.64907
1179,1179,3376,3,2.80536,0.212324,830.448
1180,1180,3321,-11.8,-12.6244,0.192437,887.622
1181,1181,550,-18.6,-19.8568,0.541805,219.424
1182,1182,4132,4.8,5.42143,0.126338,1104.04
1184,1184,3085,6.8,7.05282,0.160094,988.02
1185,1185,2328,5,4.66945,0.303703,606.064
1186,1186,3191,-6,-6.27603,0.20112,862.629
1187,1187,1066,6,5.94543,0.427184,375.169
1191,1191,477,-6,-6.45061,0.574951,181.537
1193,1193,100,-19,-18.9769,0.715478,72.785
1194,1194,4447,-14.8,-15.7763,0.131747,1083.29
1195,1195,1656,-15.6,-16.6379,0.350315,510.568
1197,1197,1225,-13.8,-14.6867,0.47874,295.012
1198,1198,5734,-15,-15.7014,0.0136274,1597.22
1202,1202,75,1.6,1.52709,0.817226,32.0801
1205,1205,3945,-13.8,-14.5379,0.159002,993.027
1210,1210,4386,-3,-3.1723,0.125295,1108.05
1211,1211,894,-18,-18.9741,0.451646,334.866
1212,1212,106,-1.4,-1.58619,0.866583,20.1638
1213,1213,588,-5.4,-5.96806,0.566925,189.021
1215,1215,1393,-7.4,-8.08854,0.413155,396.554
1216,1216,537,-11.2,-11.9897,0.632606,128.91
1217,1217,6087,-20.8,-21.905,0.015377,1588.81
1218,1218,5288,-13.2,-14.0602,0.0783776,1286.87
1220,1220,1452,-5.6,-6.43047,0.373349,465.442
1222,1222,1014,0.6,0.928234,0.433894,359.929
1224,1224,1173,-22.4,-24.3724,0.417666,390.352
1225,1225,491,-6.8,-8.19092,0.618257,141.652
1227,1227,2216,-1.6,-2.17589,0.311279,587.02
1228,1228,2090,8,8.46642,0.313045,586.17
1233,1233,3996,-15.2,-16.6797,0.132983,1078.78
1237,1237,1935,3,3.084,0.37131,470.386
1238,1238,6082,-18.8,-19.3013,0.0174315,1575.64
1239,1239,5759,-12.2,-12.4472,0.0408501,1454.59
1240,1240,1789,0.8,0.92917,0.28648,645.761
1241,1241,86,-16.6,-17.414,0.707998,76.5048
1242,1242,249,-10.8,-10.415,0.675591,98.3992
1243,1243,289,3.6,3.94111,0.658432,110.368
1246,1246,4035,2.4,2.63221,0.113465,1151.29
1249,1249,4889,-12.6,-12.8302,0.0811865,1276.07
1250,1250,4244,-21.2,-22.1472,0.0765477,1295.06
1252,1252,0,0,-4.04094,1,3.74095
1253,1253,5,0,-8.90366,0.888188,18.6562
1257,1257,186,7,7.32716,0.848012,26.845
1260,1260,671,4.8,4.88791,0.641466,123.173
1261,1261,6786,2,2.31567,0.0161153,1581.58
1262,1262,6910,-5.4,-5.34693,0.0100961,1626.47
1263,1263,4,0,-4.27021,0.790501,41.6367
1265,1265,728,7.4,7.9967,0.534181,226.149
1269,1269,637,-8.6,-10.1175,0.417666,390.934
1270,1270,27,-5,-4.87997,0.935539,10.8626
1272,1272,46,-28.6,-30.877,0.817226,32.7644
1274,1274,51,-7,-9.60514,0.935539,9.50233
1275,1275,2936,-3.2,-3.74339,0.220815,809.333
1276,1276,536,-5.4,-5.67242,0.632606,130.137
1277,1277,0,0,-7.88641,0.935539,8.32273
1278,1278,4159,2.6,2.91841,0.125295,1106.43
1279,1279,2792,-11.8,-12.4843,0.192437,888.482
1280,1280,15,0.4,-0.925377,0.848012,24.5072
1282,1282,7129,-1.4,-1.18253,0.00553763,1679.52
1286,1286,1283,-13.8,-15.4648,0.448901,337.665
1288,1288,522,9.2,8.73384,0.641466,122.781
1289,1289,3837,-8.8,-9.91949,0.159002,991.232
1291,1291,2029,-12.2,-13.2342,0.284715,649.639
1292,1292,6269,5.8,6.61272,0.0079774,1645.93
1293,1293,2519,-13.6,-14.5919,0.213945,828.929
1294,1294,984,-3.4,-2.99133,0.444054,344.025
1295,1295,10,0,-3.65622,0.935539,8.91641
1297,1297,17,0,-4.92261,1,2.09975
1300,1300,324,4.2,3.79921,0.632606,128.022
1301,1301,2720,-9.8,-10.2901,0.232757,774.78
1302,1302,61,-29.6,-27.8918,0.768126,50.0267
1303,1303,5239,-1.2,-1.02876,0.0615078,1364.41
1304,1304,1932,6.8,7.46664,0.313045,584.654
1307,1307,3686,12.8,13.3281,0.137735,1062.45
1312,1312,1,0,-13.3642,1,2.50374
1313,1313,1458,-3.2,-3.26913,0.398693,421.286
1316,1316,3389,2.4,2.80198,0.196803,875.835
1317,1317,433,2.8,2.76244,0.591323,163.73
1318,1318,6320,3.8,4.23214,0.0115247,1614.48
1319,1319,672,7.2,7.06206,0.556299,203.441
1322,1322,153,-7.6,-8.01585,0.817226,34.1063
1323,1323,536,1.8,1.56626,0.591323,166.765
1325,1325,3180,5.4,5.58454,0.248712,735.766
1326,1326,1916,11.2,11.3388,0.311279,588.218
1327,1327,2,0,14.2193,1,2.57033
1328,1328,5560,-8.2,-8.41647,0.0485546,1419.72
1329,1329,6258,-13.8,-13.9809,0.0416366,1450.18
1331,1331,376,-33.2,0.381164,0.694275,85.8315
1332,1332,501,-14.6,-14.6524,0.559654,196.123
1333,1333,3648,0.2,0.0974107,0.181923,920.682
1336,1336,3530,15.8,17.1312,0.175134,940.948
1339,1339,2984,-8.6,-9.45483,0.272837,674.931
1341,1341,2473,13.6,14.2763,0.298567,616.2
1344,1344,1715,-14.6,-16.0197,0.382225,449.125
1348,1348,133,-2,-1.57873,0.91021,13.3661
1350,1350,3541,-7.4,-8.19023,0.162758,979.418
1351,1351,651,-1.6,-1.9166,0.530601,230.328
1353,1353,5141,4.2,4.1526,0.0477039,1422.79
1355,1355,71,-10.2,-11.3273,0.758286,55.6319
1357,1357,2904,2.2,2.11664,0.140222,1055.28
1360,1360,77,8.4,8.79436,0.935539,8.06182
1362,1362,1266,5.6,5.62414,0.388886,437.781
1364,1364,4598,13.2,13.8401,0.106981,1175.48
1365,1365,0,0,-34.1722,1,2.7937
1366,1366,1882,-22.4,-23.6313,0.32083,567.704
1367,1367,19,13.4,14.2168,0.965137,5.66782
1368,1368,112,0.4,1.63448,0.817226,34.0103
1369,1369,4409,7.4,7.92492,0.0986822,1207.56
1371,1371,137,0.4,-0.703036,0.740389,61.2478
1372,1372,4774,8.4,8.90038,0.083225,1267.21
1373,1373,776,-2.8,-2.74598,0.512833,248.66
1374,1374,2544,-3.8,-4.06465,0.388886,437.555
1375,1375,1450,-6,-6.59033,0.358742,494.137
1377,1377,73,-16.4,-18.1716,0.888188,19.9045
1379,1379,2736,-11.8,-12.3457,0.240686,757.801
1380,1380,619,-0.2,0.28218,0.556299,200.937
1381,1381,33,-16.4,-17.5348,0.888188,19.3916
1385,1385,2208,6.8,6.71006,0.330476,548.655
1389,1389,3141,-11,-11.3987,0.219531,811.639
1391,1391,3260,-0.4,-0.75476,0.17905,929.914
1392,1392,4363,-0.4,-0.465481,0.144637,1041.03
1393,1393,645,-6.6,-7.03251,0.570874,184.148
1396,1396,329,-1.6,-2.11295,0.622622,137.339
1398,1398,2702,-14.8,-15.3472,0.220815,807.827
1399,1399,20,1.6,-3.68993,0.935539,10.6022
1400,1400,713,-0.4,-0.109458,0.527183,234.932
1401,1401,324,9.2,10.309,0.675591,98.7555
1402,1402,648,8.4,8.12584,0.496942,271.293
1403,1403,2306,-6.8,-7.12001,0.401037,418.142
1404,1404,1649,4.2,4.07387,0.311279,588.489
1405,1405,2586,10.4,11.1933,0.212324,832.289
1410,1410,2278,-6.2,-6.6755,0.296608,620.713
1411,1411,1695,9.8,9.87424,0.305469,600.381
1412,1412,11,16.8,16.5663,0.965137,5.19313
1413,1413,5175,2,2.42241,0.0746697,1304.44
1414,1414,394,2.2,3.30558,0.618257,141.996
1416,1416,370,6,6.11559,0.670086,101.475
1420,1420,887,10.4,10.827,0.451646,335.022
1421,1421,851,11,11.4632,0.436446,358.712
1425,1425,843,3.2,4.02029,0.512833,250.154
1427,1427,280,-5.6,-6.07205,0.707998,78.4642
1428,1428,1006,-5,-5.19274,0.52325,236.879
1429,1429,109,1.8,2.47835,0.778334,44.8386
1430,1430,1094,-7.8,-8.48571,0.465289,313.219
1431,1431,29,9.8,9.12352,0.935539,8.14477
1432,1432,2130,2.8,3.08802,0.313045,585.315
1433,1433,118,12.6,14.7824,0.803246,36.1941
1436,1436,569,-0.4,-0.0172543,0.519703,239.676
1437,1437,3943,-10.4,-10.6989,0.122823,1114.35
1438,1438,629,-13.2,-14.0624,0.595801,161.933
1439,1439,270,6,7.40084,0.675591,99.4671
1440,1440,2391,-1,-1.53469,0.296608,622.24
1441,1441,1001,-0.2,-0.561897,0.431598,367.008
1444,1444,1115,5.4,5.25077,0.444054,344.5
1445,1445,1,0,-1.85914,1,3.12022
1447,1447,71,0.6,-0.324173,0.866583,23.4496
1448,1448,2558,15.4,16.452,0.205213,851.839
1449,1449,794,-14.8,-16.1785,0.444054,343.57
1451,1451,1496,-10.6,-10.9007,0.410732,400.821
1453,1453,1,0,12.7886,1,1.17138
1454,1454,83,-8.8,-12.9346,0.888188,18.7337
1455,1455,1476,-1.6,-2.15064,0.272837,678.331
1459,1459,139,0.6,1.56572,0.803246,36.2067
1461,1461,4311,18.6,19.3485,0.11125,1157.72
1462,1462,887,-6,-5.89084,0.538274,219.944
1463,1463,4857,11.8,12.7381,0.031396,1499.48
1464,1464,35,0.2,0.0448479,0.866583,23.1097
1465,1465,793,-8,-8.33498,0.475899,297.106
1467,1467,2355,0.2,0.360697,0.256657,718.381
1468,1468,382,22.8,23.3635,0.707998,79.2083
1470,1470,1071,-17.6,-17.8108,0.493523,274.487
1471,1471,97,-6.6,-7.40011,0.731866,64.6347
1472,1472,2176,-15.4,-16.7656,0.315051,581.052
1475,1475,273,-19.8,-20.6471,0.701,80.3684
1478,1478,588,11,11.3361,0.574951,179.75
1479,1479,5781,-7.6,-7.89619,0.0559381,1388.11
1483,1483,0,0,8.4402,0.965137,6.30201
1485,1485,819,0.4,0.218252,0.549285,211.498
1486,1486,6093,-1,-0.912035,0.00853919,1641.43
1487,1487,6433,-12.2,-12.7744,0.0494214,1416.01
1488,1488,1240,11.8,12.9815,0.433894,359.355
1490,1490,2707,-28,-29.539,0.164058,975.755
1491,1491,1,0,-15.3786,1,2.52424
1496,1496,5317,-19.2,-19.4654,0.0355211,1480.16
1497,1497,59,-5.4,-8.54521,0.817226,33.9409
1498,1498,2,0,-1.2443,0.91021,12.1606
1503,1503,288,-21.6,-23.3059,0.675591,98.8072
1504,1504,2,0,-21.576,0.935539,9.33158
1505,1505,7,0,-1.5043,0.91021,15.3154
1506,1506,2526,-4.2,-4.43763,0.258327,713.28
1507,1507,1949,-16.4,-17.3681,0.334104,540.466
1509,1509,1738,-7.6,-8.65591,0.356704,497.176
1512,1512,104,-5.2,-6.99595,0.749635,59.5777
1515,1515,220,-2,-2.20193,0.658432,111.113
1516,1516,3686,-17.8,-18.6842,0.144637,1041.9
1518,1518,423,17.2,17.8136,0.604501,153.526
1519,1519,2806,5.2,5.10858,0.176305,936.746
1521,1521,411,-11.8,-12.6631,0.632606,129.928
1522,1522,529,4.8,4.78538,0.600103,156.385
1524,1524,17,-3.2,-2.614,0.91021,12.1356
1529,1529,93,-11.4,-13.5844,0.817226,35.0024
1531,1531,1811,11.6,12.5492,0.32664,558.709
1533,1533,90,-10.8,-10.8776,0.758286,52.5268
1535,1535,1667,8.8,10.0012,0.352354,504.818
1536,1536,3717,-12,-12.3542,0.159002,990.087
1537,1537,137,-22.2,-25.1665,0.740389,63.5701
1538,1538,2905,-12.6,-13.8253,0.203705,855.168
1539,1539,110,-11,-10.577,0.803246,36.6791
1540,1540,1554,-2.8,-3.02139,0.438869,354.975
1541,1541,1010,0.2,-0.132409,0.490763,277.348
1542,1542,2981,1.6,1.61734,0.180559,922.39
1544,1544,20,-0.4,-3.46075,0.831945,28.6437
1545,1545,1526,13.2,14.1589,0.382225,448.101
1546,1546,36,-6.8,-7.32599,0.888188,18.156
1547,1547,6640,2.6,3.29453,0.00910098,1637.67
1550,1550,194,9,9.30704,0.641466,121.449
1552,1552,1542,-12.6,-13.5914,0.398693,422.997
1554,1554,70,-4.6,-10.1568,0.935539,10.1831
1555,1555,822,-8.8,-8.81469,0.600103,159.669
1556,1556,120,1.6,2.18555,0.670086,102.453
1558,1558,1885,-2.4,-2.70864,0.28648,646.023
1559,1559,3457,-0.2,-0.86772,0.161362,983.247
1567,1567,22,-24.6,-27.2716,0.965137,6.70289
1568,1568,5229,-8.6,-9.27518,0.0632253,1356.36
1570,1570,54,5.2,6.60971,0.848012,25.39
1572,1572,6438,-15,-15.5168,0.031396,1500.16
1574,1574,522,8.8,9.26256,0.545641,215.068
1576,1576,6656,-13.6,-14.1482,0.0247348,1530.31
1578,1578,2,0,-24.9449,1,2.17398
1580,1580,2121,-6.8,-7.25509,0.269723,686.145
1581,1581,153,1.4,4.78781,0.803246,37.0625
1586,1586,1834,-6.2,-6.32414,0.336046,538.339
1587,1587,3117,-5,-5.46552,0.240686,757.429
1589,1589,2527,-5.4,-5.71065,0.259691,708.003
1590,1590,1107,9.2,8.92912,0.448901,336.48
1592,1592,656,-16,-17.5044,0.545641,214.958
1593,1593,85,-14.6,-14.5492,0.866583,22.8553
1594,1594,206,-11,-11.4233,0.694275,86.0189
1596,1596,213,4.6,5.77069,0.740389,63.2998
1597,1597,1054,-4.8,-5.93181,0.346463,516.06
1599,1599,50,13.2,10.2944,0.888188,17.4146
1601,1601,4833,0.8,0.907964,0.11125,1160.35
1603,1603,326,4.2,5.62789,0.62747,134.872
1608,1608,68,-3.2,-5.45096,0.888188,19.7424
1610,1610,3391,-14.6,-14.8423,0.203705,857.038
1614,1614,608,6,6.45181,0.487697,280.136
1616,1616,831,5.8,6.49629,0.473379,301.449
1617,1617,3514,-24,-26.149,0.137735,1062.72
1618,1618,6225,-4.2,-4.33828,0.0194058,1563.36
1619,1619,1,0,-19.4076,0.965137,5.73212
1620,1620,5729,-14,-14.2536,0.0746697,1302.76
1621,1621,1116,-17.6,-18.8838,0.481934,290.763
1623,1623,1681,-7.6,-8.46667,0.403445,412.253
1625,1625,354,1,1.03409,0.641466,121.77
1627,1627,771,-6,-6.11815,0.559654,197.75
1628,1628,1852,-9.2,-10.0015,0.303703,603.346
1630,1630,116,-15.6,-17.5241,0.740389,63.6346
1631,1631,12,0,4.804,0.935539,11.4429
1632,1632,2096,9.6,10.2365,0.294811,623.241
1633,1633,229,-9.8,-11.3671,0.68145,94.608
1636,1636,78,3.4,0.506703,0.740389,61.5196
1637,1637,558,-4.2,-3.78789,0.652718,115.279
1638,1638,6686,3.8,4.35479,0.00553763,1680.27
1641,1641,830,4,3.5924,0.509623,251.772
1642,1642,986,6.6,6.52226,0.519703,241.977
1643,1643,869,-5,-4.41117,0.541805,215.95
1644,1644,5224,-12,-11.9471,0.0632253,1356.61
1648,1648,4232,14.2,15.0763,0.106981,1177.32
1649,1649,466,-9.2,-9.63369,0.647181,116.431
1650,1650,1710,1.2,1.19879,0.379705,451.146
1651,1651,1712,-24.6,-26.8451,0.305469,601.876
1654,1654,2221,-15.6,-16.6368,0.291568,632.955
1656,1656,65,-5.2,-1.60975,0.831945,28.2779
1657,1657,774,1.6,1.79667,0.541805,219.066
1658,1658,9,12.2,11.4418,0.778334,46.9526
1660,1660,2377,-24.2,-26.0808,0.282981,653.905
1661,1661,13,-14.2,-12.5311,0.965137,7.95921
1662,1662,17,10,9.7842,0.848012,25.6745
1663,1663,616,-21.6,-23.1737,0.570874,187.289
1664,1664,2130,5.8,5.68871,0.298567,616.29
1665,1665,29,10.6,9.16162,0.817226,32.4186
1668,1668,1,0,-7.85934,1,1.88917
1671,1671,4304,8,8.85621,0.113465,1150.64
1672,1672,0,0,-20.8369,1,1.78488
1674,1674,46,0.6,0.743087,0.831945,28.1968
1675,1675,2037,-7.6,-8.27875,0.32083,566.934
1676,1676,4659,-0.4,-0.493092,0.0692766,1326.22
1677,1677,266,-22,-24.5296,0.723664,71.0975
1678,1678,160,0.8,-0.860662,0.848012,24.1241
1679,1679,49,15.8,17.5135,0.723664,68.2424
1681,1681,89,-10.2,-9.58851,0.848012,25.0952
1682,1682,0,0,9.55571,1,1.65549
1683,1683,968,2.6,2.78542,0.462513,317.001
1684,1684,132,-0.2,-0.388834,0.632606,128.337
1685,1685,110,10.4,8.6184,0.707998,76.1042
1686,1686,2552,1.8,1.96482,0.284715,647.664
1688,1688,4941,2.4,2.63648,0.115696,1145.31
1692,1692,28,10.2,7.53926,1,3.48622
1695,1695,6757,-6.8,-7.08095,0.0257941,1527.64
1698,1698,3742,5.2,5.44027,0.157365,996.385
1701,1701,856,-14.2,-15.3735,0.50622,256.643
1705,1705,125,-4.2,-4.66679,0.758286,52.8853
1706,1706,14,-11.2,-12.8244,0.965137,7.95126
1707,1707,697,-1.4,-7.10784,0.609043,151.096
1708,1708,339,23.4,25.0002,0.583073,175.369
1711,1711,5213,-9.4,-9.54181,0.0754242,1300.43
1712,1712,225,8,8.61242,0.778334,47.4195
1714,1714,4076,3.4,3.35782,0.106981,1175.6
1715,1715,1987,-6,-5.57331,0.279594,659.479
1716,1716,1187,-9.4,-9.90091,0.496942,270.64
1717,1717,2200,-8.6,-9.24055,0.32664,557.515
1721,1721,4470,3.6,3.78513,0.104653,1182.82
1724,1724,35,-37.8,-35.9548,0.866583,22.0125
1726,1726,3417,-14.4,-15.5145,0.220815,807.972
1727,1727,986,13.8,15.1834,0.410732,401.05
1728,1728,546,-0.4,-0.357272,0.563169,192.422
1729,1729,361,4.4,4.18084,0.723664,69.4125
1730,1730,60,-10.6,-10.3482,0.817226,34.5888
1731,1731,894,-27.2,-28.8206,0.496942,269.18
1732,1732,3596,-14,-14.8997,0.172228,950.095
1734,1734,1133,-2.4,-2.45329,0.427184,374.561
1736,1736,44,1.4,2.54276,0.790501,40.6721
1739,1739,5856,-1,-1.18142,0.0408501,1453.84
1743,1743,1921,-25.2,-27.2199,0.311279,589.089
1746,1746,203,-12,-11.8172,0.731866,64.3403
1747,1747,1664,0.8,1.14136,0.386928,440.226
1753,1753,88,-15.2,-16.0931,0.778334,47.8914
1755,1755,4575,-13.4,-13.6694,0.121828,1120.4
1756,1756,2850,-14.2,-15.321,0.170848,951.813
1757,1757,7,0,8.00942,1,3.24281
1758,1758,62,6.6,6.57644,0.817226,33.2029
1759,1759,380,-12.2,-13.4263,0.62747,131.831
1760,1760,107,1.6,1.8042,0.817226,32.2287
1761,1761,4837,-7.2,-7.95053,0.100368,1200.13
1762,1762,8,-5.4,-4.50677,0.768126,48.425
1763,1763,1476,12,12.2137,0.356704,497.992
1765,1765,2,0,6.06574,1,3.15588
1767,1767,2118,-13.8,-14.6179,0.348405,514.515
1768,1768,2251,8.6,8.92711,0.288262,640.969
1769,1769,884,-5.6,-5.3567,0.436446,358.298
1773,1773,2897,-2.8,-3.14473,0.231409,781.113
1778,1778,1190,-17,-18.2026,0.422497,382.379
1780,1780,2164,-3,-3.01268,0.282981,651.324
1781,1781,4224,0.2,0.204922,0.123979,1112.89
1783,1783,1460,-10.8,-11.3107,0.379705,453.661
1784,1784,100,-7.6,-7.92845,0.731866,64.7306
1785,1785,1282,6.4,5.89621,0.427184,373.502
1787,1787,59,-9.4,-7.70047,0.758286,55.312
1788,1788,35,-6.8,-5.86706,0.935539,10.399
1789,1789,163,7.4,9.55637,0.831945,30.5649
1790,1790,0,0,-14.0291,0.803246,38.754
1791,1791,128,-3.6,-3.28679,0.817226,35.7833
1792,1792,51,-1,-2.29687,0.935539,10.0527
1794,1794,878,-12.2,-12.439,0.451646,334.932
1795,1795,3,0,11.1576,1,1.60286
1796,1796,111,-21.8,-22.2664,0.723664,69.7268
1798,1798,4147,10,10.4746,0.113465,1153.12
1799,1799,943,-0.6,-0.878128,0.462513,318.015
1800,1800,884,3.6,3.55274,0.459511,321.923
1802,1802,173,-2.6,-3.19831,0.694275,85.8535
1805,1805,2653,-9.6,-10.4325,0.210895,835.145
1806,1806,227,0.2,0.890145,0.778334,46.2875
1808,1808,20,0,0.0289621,0.965137,7.59309
1809,1809,5362,2.6,2.71289,0.0912345,1233.82
1810,1810,0,0,-6.39606,0.888188,18.1349
1812,1812,3732,-23.8,-25.2309,0.139051,1060.15
1815,1815,36,17,11.6694,0.91021,15.7912
